sentence,sentiment,topic,is_augmented
"giảng viên tận tâm , nhiệt tình , cho sinh viên thuyết trình các chủ đề cho trước , giúp sinh viên tăng cường khả năng làm việc nhóm .",2,0,False
"thầy dạy nhiệt tình , vui vẻ .",2,0,False
"cô dạy rất nhiệt tình , cho sinh viên tiếp cận với nhiều thiết bị công nghệ .",2,0,False
cách truyền đạt kiến thức vẫn chưa tốt .,0,0,False
Đề nghị nâng cấp phòng lab khoa Mạng.,0,2,True
nhiều lúc nội dung thực hành không đồng bộ với nội dung đã học ở lớp lý thuyết .,0,1,False
"thầy dạy dễ hiểu , tận tâm .",2,0,False
"dễ hiểu , được thực hành nhiều , sôi nổi .",2,0,False
"thầy đi dạy không đúng giờ , toàn bắt sinh viên chờ từ 30 phút đến 1 tiếng .",0,0,False
giảng viên nên dạy lại một vài kiến thức trước khi cho thực hành .,0,0,False
em nghĩ nội dung thực hành nên gần với đồ án hơn .,0,1,False
"em nghĩ cần có feedback từ phía thầy , hoặc có sự so sánh giữa các bạn trong lớp với nhau .",0,0,False
cô wzjwz204 giảng dạy rất nhiệt tình và chuyên nghiệp .,2,0,False
cô wzjwz117 dạy rất nhiệt tình và dễ hiểu .,2,0,False
đề thi thực hành quá dài .,0,1,False
nhạt nhẽo và khá nhảm .,0,0,False
giờ thực hành môn còn quá ít 3 buổi .,0,1,False
không nên học theo cách học thpt gây nhàm chán .,0,1,False
"thầy giảng dạy rất nhiệt tình , có hiệu quả cao trong quá trình tiếp thu bài giảng .",2,0,False
giảng viên có khả năng truyền đạt và phương pháp giảng dạy dễ hiểu .,2,0,False
Em không có ý kiến gì khác.,1,3,True
Mạng phòng thực hành cần sửa gấp.,0,2,True
Nên nâng cấp CSVC đi chứ học mấy phòng cũ kỹ vừa chật vừa nóng khó chịu.,0,2,True
Chất lượng giảng dạy chưa ổn.,0,1,True
và quá gấp gáp .,0,3,False
nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .,0,2,False
Thi đề đóng cho môn này thấy không hợp lý lắm.,0,1,True
"thầy vui tính , giảng hay , nhiệt huyết với các bạn .",2,0,False
Đừng có để thừa nhiều thứ quá.,0,3,True
giảng viên đánh giá rất chủ quan về ý kiến của mình .,0,0,False
Việc dùng trang web để thảo luận nhóm trong lớp cũng được áp dụng.,1,0,True
"IDA Pro 64-bit vẫn phân tích được file thực thi 32-bit, dù phần thanh ghi hơi phức tạp.",1,3,True
Chưa có thông tin.,1,3,True
thầy giảng bài và sửa bài tập rất cẩn thận .,2,0,False
"slide bài giảng tốt , giảng viên giải đáp vấn đề tốt .",2,1,False
Lịch học 2 tuần/buổi 5 tiết như này em thấy chưa hợp lý lắm.,0,1,True
em thấy nên bỏ môn học này .,0,1,False
"mong cô sẽ dạy các môn liên quan trực tiếp tới lập trình như csharp , java .",2,0,False
"cho làm bài tập nhiều , nên dễ vô bài lắm .",2,0,False
"Tình trạng máy chiếu hỏng hóc, chập chờn diễn ra khá thường xuyên.",0,2,True
"giảng viên có kỹ năng tốt , truyền đạt dễ hiểu , dễ áp dụng .",2,0,False
"thầy cho đề thực hành cũng khá hay , nhưng mà thật thì em toàn code mấy bài đó trên notepad rồi nộp , không test gì cả , nhưng được cái là đồ án 10 thì điểm thực hành cũng 10 luôn .",1,0,False
"cô rất tận tâm , nhiệt tình , kỹ càng .",2,0,False
"khả năng truyền đạt kiến thức chưa cao , nhiều sinh viên khó hiểu .",0,0,False
đôi lúc chưa đi sâu vào vấn đề giảng dạy .,0,0,False
"thầy rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối , song về bài tập thì ngược lại , thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán .",0,0,False
có nhiều ví dụ minh họa dễ hiểu .,2,0,False
tránh trường hợp lý thuyết chưa học mà làm bài thực hành .,0,1,False
"Phòng thực hành cần cấu hình máy mạnh hơn, hoặc giảm độ khó bài thực hành cho phù hợp với thiết bị sv đang dùng.",0,2,True
rất thích phong cách dạy của thầy x .,2,0,False
"cô hiểu rõ trình độ của từng học sinh để có phương pháp , bài tập phù hợp với từng học sinh .",2,0,False
nên cho kiểm tra theo dạng hiểu hơn là chỉ làm những bài toán .,0,1,False
bài tập hơi ít .,0,1,False
"đề nghị trường xem xét lại nội dung đề thi cho phù hợp với thời lượng , bài nghe không rõ ràng gây nhiều khó khăn cho sinh viên .",0,1,False
"thầy rất nhiệt tình và tận tâm , có kiến thức rộng .",2,0,False
"Em thấy học thực hành hiệu quả hơn lý thuyết, với lại thầy/cô dạy nhiệt tình lắm.",2,1,True
em ít khi lên lớp .,1,3,False
"Môn học dài quá, tụi em học xong oải luôn.",0,1,True
slide tiếng việt của trường có nhiều chỗ bị sai .,0,1,False
"Tài liệu toàn ký hiệu khó hiểu, định nghĩa thì chung chung làm sv với gv cũng khó truyền đạt/tiếp thu.",0,1,True
"giảng viên giảng dạy dễ hiểu , cho bài tập và ví dụ hay , sát với bài .",2,0,False
"giảng viên bám sát hơn nội dung môn học , tránh đi lan man .",0,0,False
thầy dạy tận tâm .,2,0,False
Giáo trình môn này hơi khó tiếp thu.,0,1,True
Mong trường cập nhật SQL trong phòng máy lên tối thiểu bản 2008.,0,2,True
kiến thức môn học mang lại tương đối đầy đủ và thực tế giúp sinh viên nắm rõ phương pháp và cách thức để học tập các môn chuyên ngành sau này .,2,1,False
dạy bài hơi nhanh khó hiểu .,0,0,False
"trường uit , cách riêng khoa truyền thông và mạng máy tính rất may mắn có được người thầy như thầy x .",2,0,False
Thiết bị cần được nâng cấp.,1,2,True
"giáo viên thực hành và giáo viên lý thuyết không đồng nhất tiêu chí , yêu cầu của đồ án và kiến thức môn học .",0,0,False
lịch nghỉ quá nhiều nhưng lịch học bù không hợp lý .,0,0,False
cách đánh giá bài tập lớn cuối kỳ cũng không được khách quan .,0,0,False
"thầy dễ tính , giảng dễ hiểu .",2,0,False
"có lúc nghiêm khắc , cho bài tập hơi nhiều .",0,0,False
"theo ý kiến chủ quan của em , việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực , nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém .",0,1,False
"Lần cúp điện cô không dùng slide giảng bài, em thấy dễ hiểu hẳn.",1,0,True
Thông báo nghỉ cần cập nhật trên web khoa wzjwz158 sớm hơn ạ.,0,1,True
Các lớp thực hành có khoảng 10-50 sv tham gia.,1,1,True
có vẻ như đó là thói quen của thầy ạ .,1,0,False
"cần có thêm nhiều thời gian ôn tập lại lý thuyết , kỹ năng cho học sinh .",0,1,False
Chất lượng đào tạo ở đây khá okela luôn ạ.,2,1,True
"thầy dạy rất hay , dễ hiểu .",2,0,False
"Mong trường ưu tiên hơn CSVC cho hệ chất lượng cao, đúng cam kết.",0,2,True
"Gv giảng bài dễ hiểu, có ví dụ minh họa cụ thể, còn nhiệt tình giải đáp thắc mắc của sv ngay nữa.",2,1,True
thầy tận tâm vì sinh viên .,2,0,False
"giảng dạy nhiệt tình , cho bài tập nhiều .",2,0,False
phòng máy cần nâng cấp .,0,2,False
"còn ít bài tập về nhà quá , không rèn luyện nhiều .",0,0,False
Nhờ vậy em biết thêm về thực tế công việc sau này.,2,3,True
thầy vui tính dạy dễ hiểu .,2,0,False
nên có nhiều tiết làm bài tập hơn .,0,1,False
"Đề kiểm tra hơi khó, mong thầy cô điều chỉnh đề cuối kì dễ thở hơn chút.",0,1,True
"môn này cần tăng lên 4 tín chỉ thay vì là 3 vì mạng truyền thông và di động có kiến thức khá rộng , môn này không có thực hành nên có thực hành vì mạng di động mà không thực hành thì khá trừu tượng .",0,1,False
nghỉ dạy không báo trước sinh viên .,0,0,False
"các phần tiếng việt trong slide được ghi một cách khó hiểu và không rõ ràng , nhiều chỗ trong slide bài giảng có vẻ như được dịch bằng google dịch từ năm 2009 .",0,1,False
"Quy định mới quá, sv không được hướng dẫn nên không nắm rõ.",0,3,True
rất thích cô wzjwz108 vì cô dạy hứng thú và hay .,2,0,False
"giảng dạy kỹ , quan tâm sinh viên .",2,0,False
Nên tăng tiết dạy để sv có nhiều tgian hỏi đáp hơn.,0,1,True
đợi các bạn ngồi vào bàn hết cô mới sắp xếp chỗ ngồi nên gây mất thời gian làm bài của sinh viên .,0,0,False
"Sách Wrede Dan Murray khó hiểu, sai sót nhiều, làm sv khó tiếp thu.",0,1,True
có những câu chuyện thú vị hì hì .,2,0,False
"chúng em đã và đang từng bước vào chuyên ngành , môn nào cũng có đồ án , mà cái nào cũng nặng , cũng yêu cầu cao .",0,1,False
"đúng giờ , dạy dễ hiểu .",2,0,False
không có hoạt động giảng dạy nào không hài lòng .,1,0,False
"về đồ án môn học này , giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty , trung tâm thương mại .",0,1,False
"giảng viên trẻ trung , năng động , tạo hứng thú học tập cho sinh viên .",2,0,False
môn học hay và hấp dẫn .,2,1,False
"giảng dạy tốt , đi dạy đúng giờ .",2,0,False
"giáo viên nhiệt tình , giảng khá hay .",2,0,False
"cô dạy kỹ , quan tâm nhiều cho sinh viên .",2,0,False
giảng viên cần nhiệt tình hơn trong công tác giảng dạy .,0,0,False
"giảng viên dạy rất chán , chỉ lên bảng viết vài chữ rất nhỏ và xấu rồi ngồi mà không hướng dẫn sinh viên thực hành .",0,0,False
Thông báo mỗi trên lớp dễ bị miss lắm ạ.,0,3,True
"không có hoạt động nhóm , bài tập ít .",0,1,False
có nhiều trang thiết bị giảng dạy hơn .,0,2,False
"Nội dung môn học có nhiều phần không cần thiết (vd: doubledot vector ngẫu nhiên 2 chiều, phân phối poison), nên giảm bớt ạ.",0,1,True
"Máy tính ở phòng thực hành thì dính virus, lag kinh, làm hỏng luôn cả tool để làm bài.",0,2,True
"cô nói nhanh và làm sinh viên rối hơn khi giải thích , diễn đạt khó hiểu .",0,0,False
"Lịch thực hành hay bị trùng giờ với môn khác, khó sắp xếp.",0,1,True
"đề cập nhiều hơn về các vấn đề , nội dung thực tế hiện nay ví dụ ipv6 là điều cần quan tâm nhưng chỉ đề cập sơ sài .",0,1,False
"giảng viên giảng dạy hay nói lan man , không đúng trọng tâm môn học .",0,0,False
"Hướng dẫn về quy định/thủ tục này chưa rõ ràng, làm sv làm sai hoài.",0,3,True
"giảng viên tận tâm , hài hước , giúp sinh viên nắm kỹ và trau dồi kiến thức .",2,0,False
có cho đề mẫu và bài tập để ôn tập .,2,0,False
"hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy .",2,0,False
"Mấy buổi phổ biến thông tin vui vẻ, hài hước nên tụi em tiếp thu tốt hơn.",2,3,True
Thấy không ổn áp mấy.,0,3,True
"giảng viên dạy hay , cung cấp đầy đủ kiến thức .",2,0,False
"Thiếu dụng cụ học quá, làm sao mà tập luyện được.",0,2,True
"quá nhiều , quá lan man .",0,1,False
Thầy cô bám sát outline môn học để giảng dạy.,1,0,True
"thực hành một đằng , lý thuyết một nẻo !",0,1,False
thầy là người rất nhiệt tình và quan tâm sinh viên !,2,0,False
thầy cho ghi bài nhiều quá .,0,0,False
thầy dạy buồn ngủ .,0,0,False
thầy hay nhăn nhó với sinh viên .,0,0,False
"giảng viên nên tương tác với lớp nhiều hơn , nên cho thêm bài tập về nhà và bắt buộc nộp bài .",0,0,False
thầy dạy nhiệt tình và tận tâm với sinh viên .,2,0,False
cô có nhiều cách dạy sáng tạo .,2,0,False
Mấy bài giảng cứ thấy khô khan sao ấy.,0,1,True
Môn học này cho sv nhiều kiến thức hay ho mà trên lớp chưa được dạy.,2,1,True
"thầy wzjwz61 thường xuyên đi trễ cho tan học sớm , sử dụng giờ lên lớp không hiệu quả .",0,0,False
"cách thức truyền đạt kiến thức chưa hiệu quả , sinh viên khó tiếp thu .",0,0,False
Em không có nhận xét gì về các quy định hiện tại.,1,3,True
giảng viên nhiệt tình với các bài trên lớp .,2,0,False
thầy wzjwz198 giảng dạy rất nhiệt tình và đầy đủ .,2,0,False
"Gv dạy có kèm pp học hiệu quả, rất hay ạ.",2,1,True
có đôi lúc cô giảng nhưng em không hiểu .,0,0,False
không có ý kiến !,1,3,False
thầy rất nhiệt tình và vui vẻ .,2,0,False
trong quá trình dạy thầy có liên hệ thực tế nhiều .,2,0,False
thường xuyên giúp đỡ cho sinh viên hiểu bài .,2,0,False
giảng viên thực hành không hài lòng khi em không biết chút gì về bài thực hành số 4 nhưng em đâu có cơ hội nào để biết về chúng trước .,0,0,False
"năng động , nhiệt tình .",2,0,False
"giảng viên truyền đạt tận tâm , dễ hiểu .",2,0,False
theo ý kiến của cá nhân em và nhiều bạn đồng quan điểm thì cách dạy của thầy có nhiều yếu điểm như sau doubledot .,0,0,False
